#chr	start	end	id	gid	strd	C001	C002	C003	C004	C005	C006	C007	C008	C009	C010	C011	C012	C013	C014	C015	C016	C017	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	T001	T002	T003	T004	T005	T006	T007	T008	T009	T010	T011	T013	T014	T015	T016	T017	T018	T019	T020	T022	T023	T024	T026	T028	T029	T030	T031	T032	T033	T034	T035	T036	T037	T038	T039	T040	T041	T042	T043	T044	T045	T046	T047	T048	T049	T050	T051	T052	T053	T054	T055	T056	T057	T058	T059	T060	T061	T062	T063	T064
19	40366051	40366052	NA	ENSBTAG00000010745	NA	0.219473	0.741867	0.460563	0.162462	0.41038	-0.520911	-0.441759	0.375197	0.173515	0.028974	0.112943	-0.551518	0.365527	0.391515	-0.19604	-0.734826	0.0469079	0.661097	-0.164493	0.226564	0.226818	-0.244987	0.428323	-0.197974	-0.0343838	-0.655761	-0.188122	-0.373432	-0.285103	-0.0615346	0.478788	0.656594	0.0374689	0.355518	-0.0943828	0.11201	-0.83425	-0.805473	-0.467194	-0.712147	0.526149	-0.14871	0.215641	-0.333388	0.390834	0.899774	0.394848	-0.459149	-0.610785	-0.275787	0.00563576	0.563798	1.09418	0.718697	-0.118775	0.108389	-0.0231162	-0.443924	-0.220485	-0.226909	-0.631451	-0.335458	-0.198222	0.575508	-0.438599	0.042182	0.137041	0.105171	0.272105	0.525411	-0.374501	-0.295111	0.638307	-0.332449	0.527723	0.0313116	-0.186889	-0.258796	0.51991	-0.338289	0.31212	-1.34886	0.312088	0.0952044	0.268329	0.0612787	-0.0776291	0.155152	-0.690906	0.611864	-0.312044	-0.223277	0.122439	1.02631	-0.0479343	0.350213	-0.162997	-0.0144002	0.561436	-0.654656	-0.409175	0.0712313	-0.377166	-0.238759	-0.119764	-0.389215	-0.835103	0.0921578	-0.240781	0.383459	-0.0342565	0.167396	0.429615	0.158002	-0.469526	-0.302463	-0.27562	0.107826	0.370333	0.124112	-0.01118	0.48592	-0.180813
19	40397512	40397513	NA	ENSBTAG00000012178	NA	-0.045677	-0.823795	0.508832	0.16556	-0.567207	0.0341861	0.173125	0.0508452	0.65881	0.521935	0.228641	-1.71854	0.26731	-0.341309	-1.23139	-0.722932	0.0446312	1.09221	-0.0512481	-0.475718	-1.04702	0.148651	-0.178222	1.47362	-0.25699	-0.0647703	-0.373417	0.919101	0.381663	1.14224	0.111171	0.825727	0.322927	0.970268	0.221608	0.165842	-0.813192	-0.113898	-0.680633	0.485296	0.217976	-0.845939	0.762075	-0.167689	-0.0278055	0.186864	1.46488	-0.089781	-0.702404	-1.60783	-0.567174	-0.313506	0.234599	-0.446352	-0.739254	0.561511	0.646855	-0.333723	-0.158271	0.409981	0.398795	-0.319587	0.0275326	0.544127	-0.12811	-0.41539	-0.105612	0.0448117	1.47204	0.422788	-0.562915	-0.356881	-0.326809	0.144367	1.18617	0.0504726	-0.0764143	0.597277	-1.2771	-0.882104	0.0693913	0.336432	-0.958259	0.518677	0.129076	-0.25374	-0.805785	0.41417	0.00785168	-0.70168	0.611182	-0.851926	-0.497511	0.416098	0.211424	0.361234	0.598636	-1.019	0.581385	0.530953	-0.181617	0.800845	0.217785	-0.00315316	0.593592	-0.170627	-0.141031	0.340018	-0.244489	0.937609	-0.90169	0.193144	0.880472	0.283831	-0.986547	-0.0398119	-0.294527	-0.600718	0.276192	-0.152211	0.172634	-0.0725716	-0.936456
19	40417961	40417962	NA	ENSBTAG00000010375	NA	-0.0634622	-0.393675	0.325784	0.461645	0.680761	0.473728	0.0392349	0.317786	-0.0499521	-0.275947	-0.141672	-0.57417	0.385876	0.825012	0.733055	-1.18878	-1.05615	0.0204066	0.308127	-0.0687034	0.370587	-0.0913099	-0.591075	-0.0217191	-0.468587	1.239	-0.449432	-0.660478	0.296493	-0.425802	-0.09551	-0.230121	-0.165073	0.0988272	-0.690994	-0.412039	0.319633	0.89489	0.976611	-0.928616	0.73994	-0.33811	-0.388644	0.648164	-0.151614	1.21625	-0.409026	0.284638	0.128749	-0.476248	1.02825	-0.666681	-0.226313	-0.479154	-0.417009	0.674146	-0.44786	0.0335247	0.340476	0.489874	-0.358509	-0.458933	-0.490092	-0.623292	-0.0834055	-0.0293304	-0.287129	-0.701845	0.171677	1.16115	0.194239	-0.719786	-0.149714	-1.11948	-0.0655076	0.567278	0.0520823	0.392056	1.11885	-0.929969	1.54065	-0.429373	0.0188056	0.0501315	-0.440639	-0.695415	-0.470303	0.636681	-0.0130715	0.0921047	-1.0559	0.140778	-0.388179	-0.0920867	0.920889	-0.438057	-0.0828052	0.944913	0.389126	0.444324	-0.698538	-0.0239184	-0.281849	-0.710473	-0.60206	-0.464995	-0.613243	-0.0517231	0.411144	0.559773	-0.0375545	-0.247613	0.925537	0.231196	-0.627421	0.482891	1.06102	-0.0945759	0.310315	-0.0171953	-0.0827115	0.125487	0.426061
19	40432364	40432365	NA	ENSBTAG00000006250	NA	-0.245545	0.453628	0.143321	0.278076	-0.198272	0.0550665	-0.256245	0.123705	0.0932091	-0.058404	-0.607351	-0.919576	0.52893	-0.180247	0.379118	-0.0908732	0.450975	-0.0533208	0.470514	0.806779	0.506375	0.085276	-0.616914	-0.415177	0.416624	1.17986	-0.820298	0.639077	-0.562113	0.973341	-0.311648	-0.562764	-0.498876	0.391663	0.173213	0.722914	-0.798316	0.366463	0.611042	-0.759005	0.118303	0.00490418	1.21647	0.637242	0.721675	0.678341	-0.885017	-0.861987	-0.306629	-0.0655813	0.188326	0.0621458	-0.0841425	-1.95883	-0.376865	-0.355226	-0.890169	-0.168149	0.0359603	0.412698	-0.109782	0.0945097	-0.0024209	0.399594	0.347069	-0.148605	0.0140513	-0.478865	0.212533	-0.282308	-0.337735	-1.07534	-0.753605	1.15567	-0.713952	0.21106	-0.0829744	0.36081	0.510482	0.237602	0.765393	0.18693	0.195642	-0.712493	0.524195	0.553861	0.604079	-0.431948	-0.520942	-0.640345	-0.258914	-0.363575	0.0200889	0.319636	0.322076	-0.0381957	-1.38683	0.566228	-0.225095	0.74037	-1.07315	0.299181	-0.621226	1.38304	0.508539	0.870038	-0.18202	-0.441818	-0.274261	0.494185	-0.761975	0.894773	-0.91953	-0.101438	-0.0104952	-0.600856	0.60593	0.270352	-0.0576024	0.465232	-0.306719	-0.0393593	-0.196475
19	40458895	40458896	NA	ENSBTAG00000015232	NA	-0.789722	-0.270947	-1.20047	-0.229519	1.72944	0.558021	-0.495511	1.01228	0.558364	-0.789076	0.16146	0.753409	0.848125	-0.043759	0.578446	-0.0511408	-0.661948	-0.537274	-0.508464	0.352678	0.347405	-0.986685	1.10025	-1.40359	1.2175	-0.580745	1.26872	-0.650925	0.458991	-0.467336	0.331334	-0.12323	-0.0144778	-0.896816	0.468923	-0.016624	-0.874959	-0.393083	-0.168012	-0.422604	-0.990842	1.03537	0.0726896	-0.554879	-2.07808	-1.11511	-0.174934	0.75095	0.684406	-0.0213186	0.1794	1.54577	0.732606	0.767044	-0.332319	-0.721327	0.523744	-0.332342	0.271886	-0.0571785	0.906567	0.463366	-0.723921	-0.313318	-0.921438	-0.339147	-1.214	-0.692024	0.983533	1.11294	0.376517	-0.908369	1.24151	1.05791	0.944233	0.151122	-1.21264	-0.301811	-1.8307	-0.0547997	-1.31396	1.22957	0.904152	-1.19382	-0.234151	0.359891	0.107223	1.61806	0.885067	-0.00268166	-1.48225	-0.309516	0.552437	-0.13044	-1.16232	-0.620925	0.493805	0.745121	1.09849	0.130836	-0.238218	-0.317237	0.0178118	-0.285759	-0.345352	-0.144315	1.6221	0.551412	-1.17294	-0.383164	0.0325355	0.0414322	0.899338	-0.392271	-0.82483	-0.508004	0.949443	0.59821	-1.01313	0.346541	1.7348	-0.233502	-0.688984
19	40490707	40490708	NA	ENSBTAG00000038126	NA	-0.487113	-0.259814	0.0485312	-0.21601	0.297812	-0.262096	-0.108683	0.877864	0.19959	0.705673	-0.107274	-0.449406	0.236461	-0.0466009	-0.0695586	0.413495	0.543138	0.569155	0.432031	-0.658309	-0.0650331	-0.177952	0.353284	-0.0366258	0.783823	-0.299702	-0.653042	-0.177721	0.531042	-0.127637	0.341385	-0.249889	-0.351845	-0.158977	-0.346908	0.33542	-0.499073	0.0211456	-0.22457	-0.887814	-0.779096	0.526041	0.0878278	-1.22421	0.521905	0.551236	-0.435057	0.156678	0.426126	0.695573	-0.0256005	-0.425222	0.685207	-0.145896	0.00629276	0.186799	-0.480168	-0.398848	-0.188234	0.127909	0.271804	-0.487217	0.577952	-0.352108	-0.0407463	0.434807	0.0373906	0.284236	-0.0101606	-0.0250076	0.119324	-0.116725	0.696043	-0.643981	0.274797	-0.00296788	-0.0694968	-0.00608517	0.300628	-0.644326	0.703614	-0.359852	0.287647	0.0336244	0.815648	-0.192379	0.4314	0.014588	-0.824788	0.514853	-0.254916	0.398385	0.725395	-0.35296	0.285792	0.0893247	-1.36861	-0.143463	0.0668856	0.260646	-0.0981153	-0.52027	0.396557	0.397169	0.295688	-0.411955	0.237122	0.115311	0.313711	0.486612	-0.556264	0.129425	-0.306129	0.125058	-0.616737	-0.261403	-0.242394	-0.499009	0.261688	-0.369944	0.318294	-0.5664	0.00552949
19	40524611	40524612	NA	ENSBTAG00000010384	NA	-0.586771	-0.045461	-0.183976	0.815237	0.869242	0.17959	-0.388708	-0.11411	0.510804	-0.553029	-0.749237	-0.910284	0.720407	-0.12495	-0.213559	-0.571645	-0.395316	0.124048	0.632469	0.0818933	0.81534	0.37699	-0.276604	0.117836	-0.0105209	-0.549772	-0.310752	0.751947	0.495168	0.0912488	0.35278	-0.33773	0.125578	0.0118778	-0.177389	1.18689	0.132294	0.0664645	0.0854389	-0.29537	0.238589	0.683869	-0.197361	-0.136901	0.979888	0.125114	-0.325486	0.0813475	-0.359615	0.931891	-0.0838367	0.237321	0.198938	0.0871065	-0.216895	0.533129	-1.09261	0.223255	0.00231481	-1.253	-0.468949	-0.623406	-1.31306	-1.23464	-0.275051	-0.154568	0.71809	0.00681818	0.346031	0.432993	0.856704	-0.939085	0.502857	-0.240046	0.657955	-0.935199	0.423522	0.897086	1.02957	-0.814291	-0.699906	-0.859567	0.370663	-0.526485	0.21996	-0.252259	0.0653559	-0.180289	-0.0666339	-0.343025	0.159667	0.854795	-0.222186	-0.683383	-0.650949	0.444822	-1.11508	-0.512869	0.857959	0.687105	0.16574	0.497817	-0.478712	0.224096	0.306291	-0.225007	0.160021	-0.247913	0.491353	0.133756	-0.505751	0.00797923	-0.583408	0.24859	-0.294701	0.152501	0.436951	-0.430526	0.836451	-0.5469	0.482096	-0.148212	0.491048
19	40559945	40559946	NA	ENSBTAG00000012500	NA	0.328921	0.642785	0.368524	-0.0842063	0.247525	0.0663128	-0.80168	-0.341978	0.195888	0.538597	-0.155532	-0.758855	0.170064	-0.0755268	0.28812	0.63864	-0.330334	-0.590713	0.157115	-0.181582	0.509704	-0.180795	0.731542	0.131631	-0.339258	0.21503	0.109904	0.335795	0.00197349	-0.0124101	0.0806234	0.241438	-0.316953	0.0401332	0.267686	-0.265858	-0.176589	-0.0209554	-0.104966	-0.557266	-0.3822	-0.420121	-0.164557	-0.0169859	0.155857	0.592621	0.0297295	-0.47447	0.288275	0.0662668	0.36834	0.268574	-0.420779	-0.119113	-0.127222	0.0535802	-0.158141	-0.253384	-0.0576097	-0.192358	-0.193298	0.295201	-0.150697	-0.385386	0.125384	0.1591	-0.409909	-0.0144175	0.844818	0.177592	-0.273845	0.230722	-0.21666	-0.0349725	0.450287	-0.146695	-0.414113	-0.289103	-0.0543744	-0.614057	-0.256601	-0.431345	-0.314041	-0.633064	0.182773	0.0936132	-0.0485545	0.572967	-0.02294	0.351518	-0.864509	0.220606	-0.268927	0.321515	0.554033	-0.130234	-0.00422753	0.346959	0.129072	0.155207	-0.187731	-0.431625	0.798597	-0.286995	0.0655776	-0.471689	0.400237	0.691731	0.287527	0.597334	-0.203527	0.471199	-0.0960063	-0.187139	-0.93756	0.117247	0.0664965	0.496511	0.103181	-0.198441	-0.21039	-0.390951	0.418224
19	40653432	40653433	NA	ENSBTAG00000019262	NA	-0.136749	0.197159	-0.303466	-0.143061	0.18078	0.176241	-0.0263528	-0.0510145	0.0158332	-0.0956293	0.482372	-0.0485396	0.220508	0.160927	0.405264	-0.240588	-0.393498	-0.158146	-0.324765	0.169623	0.0532152	-0.247964	-0.17185	0.314374	0.045873	-0.117564	0.126144	-0.169969	-0.117822	0.320082	-0.0513999	-0.516654	-0.121732	0.146065	0.108907	-0.304331	-0.368144	0.397662	0.214206	-0.0121652	0.0732378	0.449903	-0.0510394	0.130702	-0.121034	-0.466596	0.172136	0.507128	-0.312735	0.112084	-0.196873	-0.0166751	0.101854	-0.103864	0.0238043	0.38186	-0.132638	-0.0421567	0.135594	-0.345298	0.143701	-0.258908	0.201979	0.422618	-0.19441	-0.181199	0.398201	0.0680493	0.082207	0.179825	-0.149944	0.204328	-0.322858	0.129367	-0.353046	0.0601311	-0.126067	-0.0648586	-0.0302436	0.0147959	0.347401	-0.0143729	0.488758	0.176969	-0.206802	-0.363213	-0.220443	0.0748108	-0.375455	-0.394855	0.323104	0.276777	0.539	-0.524508	-0.10287	-0.00720186	0.385178	-0.317011	-0.243285	0.100331	0.176054	0.0371403	-0.60545	0.0814343	0.247397	-0.0228214	-0.184952	-0.102717	0.135854	-0.156137	-0.27987	-0.0472293	0.194794	-0.0536037	0.37873	0.139414	0.476722	-1.04166	0.0613777	0.27944	0.0215584	-0.171727	0.357048
19	40672668	40672669	NA	ENSBTAG00000008611	NA	-0.0447541	-0.230717	-0.391743	-0.77595	-0.421592	0.0742306	1.17515	0.708459	0.553058	-0.810011	-0.312184	-0.31483	1.59905	-0.117079	0.299309	0.0298484	-0.857832	0.745117	0.434322	-0.428399	-0.62462	0.110859	-0.807411	-0.00116686	-0.396747	-0.146748	0.479052	0.490683	-1.0307	-0.999902	-0.432651	0.11113	0.895988	0.424163	-0.833677	-1.10509	1.10762	1.00228	-0.0129463	0.08681	-0.564919	-0.937353	0.398665	-0.127762	0.730429	0.480458	-0.664526	-0.518718	0.106831	0.593703	0.381309	-0.091558	-0.162225	0.373539	0.0280429	-0.946871	0.527915	-0.219364	1.10907	-0.440707	0.337842	-0.790105	1.16594	-0.167107	-0.139654	0.983127	-0.0130734	-0.0618666	0.374941	0.3698	-0.261098	0.209786	-0.451207	0.236342	-0.349846	-0.500621	-0.387172	0.116684	-0.22414	-1.08583	0.425562	-0.0825102	0.251052	0.144811	0.25358	-0.158183	0.16976	1.57263	-0.935151	-0.543168	-0.273406	-0.867224	0.757003	0.325619	-0.127757	-0.404558	0.649541	0.394406	0.00818395	-0.487918	0.446608	-0.605138	0.0316011	-0.0153159	-0.726082	0.0798714	0.285667	-0.164662	-0.155655	0.083741	-0.515676	0.374124	0.268144	-0.13268	-0.0347914	0.216032	0.361649	0.172288	0.580595	0.0586973	-0.500871	-0.23396	0.404481
19	40786419	40786420	NA	ENSBTAG00000015133	NA	0.238182	-0.202395	0.0229163	0.249543	-0.130063	0.410607	-0.122266	0.373896	-0.149085	0.180246	0.186505	-0.143141	-0.21578	0.341456	0.448075	-0.0712711	-0.26363	-0.14161	0.117269	-0.0843997	0.611933	-0.355222	0.0226368	0.0650235	-0.0960802	-0.193928	-0.744311	0.0908403	0.115926	-0.0251239	-0.274213	-0.149091	-0.156783	0.177073	0.391588	-0.0424868	-0.471689	-0.441179	0.199754	-0.598817	0.135521	0.0457462	-0.266262	-0.386232	-0.182457	0.0373107	-0.24779	0.154752	0.121046	0.0878716	0.459175	0.256091	-0.0573742	0.303693	-0.053701	0.233677	-0.0758197	-0.345385	0.188777	0.463784	-0.356187	0.233924	0.0789354	-0.459105	-0.00409404	0.0143962	0.0409229	-0.183701	-0.209053	0.0918647	0.111975	-0.205704	-0.0807036	0.108585	0.326897	0.00984992	-0.0376841	-0.0198416	0.327128	-0.310025	0.330553	-0.236685	0.0144796	0.232274	-0.0959036	-0.0875658	-0.0742797	0.0856094	-0.495863	0.420385	0.0060609	-0.475122	-0.0567853	0.281753	0.456541	0.23499	-0.127796	0.320171	0.081934	-0.0237649	-0.140828	-0.591072	0.0100748	0.00695415	-0.129519	-0.014194	0.241512	0.107079	-0.398776	-0.196783	0.177177	-0.142324	0.110685	0.410899	-0.2722	-0.00500479	0.130298	0.210158	-0.0821712	0.050318	0.238994	0.244064	-0.278035
19	40856219	40856220	NA	ENSBTAG00000015308	NA	-0.264707	0.046533	-0.328889	0.309589	0.106503	0.327428	-0.131875	0.290451	-0.482936	-0.24526	0.200056	-0.160219	-0.48732	0.338026	-0.0697504	0.209725	-0.221152	-0.110135	0.246142	-0.167506	-0.104003	0.040208	0.133915	-0.0865074	0.495739	-0.150299	0.000442267	0.0180223	0.0265844	0.225619	0.132379	-0.0517012	-0.465693	0.0368971	0.257996	0.345915	0.416702	0.118835	-0.15254	-0.301541	0.0622327	-0.0340566	0.128333	-0.234037	-0.375822	-0.178429	-0.431558	-0.173625	-0.337929	0.386008	0.0406425	0.350409	-0.438395	0.50116	0.0722709	-0.320876	0.119053	0.30841	0.0279738	-0.166243	0.397769	-0.0145054	-0.0304607	0.497101	0.147687	-0.442966	0.098201	0.123586	-0.635012	-0.226948	-0.0418271	-0.177098	-0.282636	-0.476874	0.243646	0.234142	0.303427	0.366614	0.151336	0.37512	0.0721048	0.127956	0.157416	-0.102897	0.332175	-0.206541	0.211051	-0.0245738	-0.695268	0.205309	0.524127	0.38726	0.0358376	-0.0668006	-0.0511145	-0.0452417	-0.40125	-0.224178	-0.15038	0.522815	0.199712	-0.2606	0.360056	0.439368	0.271487	-0.258934	0.307382	0.051598	-0.263834	0.255184	-0.28102	-0.287191	-0.130779	-0.718726	0.145047	-0.189163	0.0951975	-0.641327	0.226633	-0.386789	0.124773	-0.208065	0.284688
19	40870068	40870069	NA	ENSBTAG00000030539	NA	-0.468094	0.339462	0.225173	-1.03696	-0.371306	0.337116	0.531987	-1.00497	0.657596	-0.476675	0.466174	0.524546	-0.981174	-0.123237	-0.00103091	0.393502	0.576121	-0.591975	-0.949625	0.275608	0.395158	-0.127442	0.0275678	-0.762382	0.585724	0.13154	-0.345998	0.153596	-1.21477	0.248984	-0.691135	-0.756573	-0.876286	0.737762	1.66471	-0.110524	0.239258	1.88642	0.363918	-1.20268	0.411096	0.980218	-0.0333565	-0.395484	-0.287764	-0.602232	-1.57651	1.38746	-0.671151	0.549455	-0.646284	1.02022	-0.0864554	0.338943	0.913785	1.19891	-1.24481	0.0545954	1.0276	-1.28856	-0.720292	0.37105	0.630492	-0.166018	-1.25553	0.36711	-0.0921862	-0.864772	0.376152	-0.447154	-0.0582256	0.219968	0.329938	-0.208712	-0.0563515	-0.194661	0.542486	0.09811	0.324196	0.669077	0.991658	-0.21376	0.742947	-0.329027	-0.848687	-0.148902	-0.338713	0.473247	0.781724	-1.01354	-0.230188	0.547898	0.318276	-0.803714	0.221856	0.462157	-0.794141	0.0748189	-0.866907	1.43501	-0.151382	0.0181535	0.460423	1.13005	0.986136	-1.25966	-0.851782	-0.33786	-0.351433	-0.341057	1.20166	-0.994452	-0.00607623	-0.602996	0.729971	-1.26447	0.730101	0.285711	0.140891	1.79353	-0.556515	-0.565251	-0.239121
19	40907224	40907225	NA	ENSBTAG00000040279	NA	0.501834	2.02988	-0.659453	-1.59561	-1.70084	1.17823	-0.0369301	-0.723564	-0.150203	-1.13162	0.215615	-0.281256	-0.361602	-0.310194	0.0398279	1.54749	0.702764	0.821821	-0.31731	-0.0336235	-1.75973	-0.937273	-0.63677	0.11975	-0.950279	0.11453	-0.155559	0.408832	0.799039	-0.767283	0.712203	0.535044	0.051328	-0.0609028	0.52065	-0.0839671	0.797941	1.177	-0.353067	0.561858	-1.01866	0.275885	0.111042	-1.49567	-0.449764	0.237541	0.798175	1.22446	0.0680379	-0.388794	0.667717	0.580095	-0.164897	0.192821	0.271581	-0.442332	-0.389076	-0.0724749	1.59676	0.334447	-1.34689	-0.433793	0.0152016	0.396568	0.185031	1.11009	-1.25697	0.652791	-0.329318	-0.292118	0.0646467	-0.332451	0.809792	0.50742	1.27388	-1.21149	0.41685	-0.656048	-0.589115	1.24672	0.269008	-0.100703	-0.188816	-0.503588	-0.607357	-0.603336	-0.434606	0.478839	0.745211	-1.65823	0.321727	-0.136961	0.0531293	-0.626597	1.74025	0.654683	-0.134955	0.677561	0.412343	-1.11155	-0.653661	-0.975982	-0.544625	0.36508	-0.571061	-0.990717	-0.749779	-0.356694	2.77772	-0.408899	-1.51959	0.783234	-0.76882	1.65429	0.967261	0.381588	-1.57936	0.0317032	-0.717079	0.529723	0.212139	0.392595	0.498607
19	40953600	40953601	NA	ENSBTAG00000030542	NA	0.48579	1.10102	-0.607706	-1.77231	-1.11804	0.47014	0.389456	-0.00160756	-0.685884	-0.0715385	-0.265026	-1.53202	-0.451876	0.885805	-0.295812	1.40185	0.729309	-1.12829	-1.32121	-0.0723199	0.376188	-0.0256625	-0.480459	0.434035	1.65274	0.704579	-0.517285	1.52893	0.215977	-0.0493596	-0.137625	-1.46782	0.575261	-0.255908	0.125103	-1.31657	0.623328	-0.674775	0.526859	0.697063	-0.25987	1.33057	0.0441292	-0.494169	-1.16091	-0.958711	0.972891	0.208631	1.5789	0.541282	-0.789609	-0.346611	-0.56986	1.71503	-0.0438702	-0.958611	-1.3668	1.00553	0.807103	-0.116202	-0.0236861	-0.00797372	0.218483	0.642763	0.131236	-0.698614	-0.580942	-0.876945	-0.0753556	1.00425	-0.136641	0.11463	1.00224	0.139804	0.708205	-0.0927139	-1.37826	-0.522307	0.720618	-0.278086	0.302763	-0.710958	-0.840265	0.112488	1.75978	-0.713146	1.57449	-0.0446549	-0.854105	-0.706855	0.125442	-0.709451	1.12076	-1.26124	0.99315	0.126501	-0.784634	-0.0883342	1.90122	-0.875587	-0.203708	-0.0310324	-0.335837	0.314808	-0.119545	-0.0863556	-0.15554	0.463754	1.79543	-0.23872	-0.790985	-0.397502	-0.314504	0.500887	0.852056	-0.849636	-0.466203	-0.089414	0.0329781	-0.524625	-0.0967733	0.165575	0.323657
19	40969875	40969876	NA	ENSBTAG00000030546	NA	1.17578	0.661011	0.237917	-1.19544	0.334286	-0.742004	0.355666	-0.0787039	-0.806849	0.0577728	-0.381952	0.46723	-1.29464	-0.564113	0.370249	-0.130783	0.533797	-1.39669	0.811358	-1.0145	1.73417	-0.244474	-0.110946	0.877357	-0.187067	-0.353005	-0.289037	0.843176	-0.112609	1.2354	-1.69509	-0.480573	0.452556	0.154923	-0.0591181	0.0974701	-0.610501	-1.10162	-0.0513313	1.35751	-1.37508	1.33054	0.387064	-0.46363	0.568011	0.32208	0.890154	0.866655	0.579046	-0.439988	0.162043	-1.13679	-1.06666	2.11967	0.416532	-0.287857	-1.82721	-0.746312	-0.0871628	0.123612	-0.0969581	0.115277	0.790375	0.276464	0.0980716	-1.41205	-0.373594	-0.369917	-0.683402	0.204772	1.41151	0.531409	0.55737	0.678275	-0.077217	0.058261	-1.66703	0.361572	0.960071	-0.74535	0.546045	0.660295	-0.761599	1.00055	0.474591	-0.234013	-0.264184	-0.930195	-1.17918	0.167827	-0.32641	0.585336	0.396323	-0.602576	1.13008	-0.00339523	-0.788925	-0.289597	-0.493147	0.504985	0.504952	-0.866552	-1.6127	0.846218	-0.364467	1.43811	-0.555503	0.443358	1.83154	-1.43754	0.226173	0.598349	-1.98972	1.00101	1.13346	-0.087819	-0.601369	0.037687	-0.600621	0.882269	-1.41571	1.09789	0.0889711
19	41013345	41013346	NA	ENSBTAG00000020824	NA	0.79786	-0.460037	-1.56969	0.0296439	-1.03905	-0.0805902	0.10513	-0.348086	0.105375	-0.424601	0.291287	1.04757	-0.0465554	-1.02997	-0.394591	-0.0225391	0.367843	-0.101102	-0.131085	0.982304	-0.175585	0.942357	-0.234039	-0.125759	-0.826027	-0.287066	0.768141	0.433326	-0.716881	0.451547	1.31491	-1.21894	0.203864	1.1352	-0.754632	0.0247874	-0.445919	-0.320587	-1.04646	-1.15468	1.40315	1.55138	0.841779	-1.13687	-0.782754	-0.926235	-0.0788994	0.98322	-0.0372163	0.442706	0.0668022	0.26542	0.234613	-0.529553	0.390177	0.0674612	0.39081	0.495155	-0.000448675	-0.357783	-0.303594	0.655702	0.318316	0.461278	0.680222	0.151465	-0.580419	-0.757486	0.061423	0.0451769	-0.0600605	-0.111888	-0.389373	0.0452859	-0.440117	0.16663	-0.0198834	-0.578463	-0.167827	-0.218355	-0.580396	0.98297	-1.21109	0.569317	0.00501151	-1.39134	-0.0596509	0.100536	0.746399	-1.26297	0.0971849	0.186521	0.349489	-0.0496822	-0.596657	0.351366	1.89349	1.72824	-1.69686	0.153685	0.744119	0.151967	0.21993	-0.350653	0.175267	0.294632	0.538754	0.353693	0.746486	0.458052	0.649838	-0.198773	-0.759395	-0.952227	-0.065261	0.818811	-0.764817	-0.958573	-0.159811	-0.0511919	0.921106	-0.112124	-0.303011
19	41134103	41134104	NA	ENSBTAG00000040460	NA	-1.39566	-0.405849	0.125354	1.82495	1.17807	0.431306	-1.63378	0.512151	-0.0209966	0.321131	-0.0265786	0.019871	1.61097	-0.342198	-0.501954	0.698876	0.101846	-0.494635	0.137423	0.352487	1.15307	-1.40664	0.363002	-0.799196	0.185713	-1.09396	0.217663	-1.01722	0.151206	-1.98942	0.756	0.818706	0.216074	0.885443	0.0138623	-0.0817718	-1.85165	-0.627396	-0.0530845	-0.891321	1.45656	1.17887	1.05528	-1.42928	-1.37883	0.0222491	-0.18602	0.206669	0.425044	0.867333	0.260741	0.953025	0.15819	0.838302	0.577443	-0.855461	0.970602	-0.0937783	-0.986336	-0.233878	-1.62632	0.534152	-0.156406	0.33439	0.175034	-0.0770237	-1.0211	-0.289778	0.000272911	0.656253	-1.09165	0.363368	0.814355	0.262957	-1.12262	-0.434736	0.985407	1.42523	-0.0619452	-0.375772	-1.33888	-0.450259	0.0233847	0.155906	-0.752293	0.655217	0.64186	0.115628	-0.710328	-0.163422	-0.279429	-0.0667142	-0.394252	-0.233538	0.351135	-0.183834	0.855393	0.589114	0.58996	0.501802	1.01774	1.37932	-0.428695	1.3586	0.903726	0.210379	-0.533789	0.670315	-0.559657	0.890689	-1.00878	1.6796	-0.760344	-1.53835	-1.3242	-0.470377	-1.06518	-1.14279	0.184543	-0.379891	2.08799	-0.206042	-1.41391
